name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan,successful_transfer
Agustín Marchesín,Goalkeeper,34,4,Portugal,Liga Portugal,FC Porto,Spain,LaLiga,Celta de Vigo,1,FALSE,0
Kasper Schmeichel,Goalkeeper,35,4,England,Premier League,Leicester City,France,Ligue 1,OGC Nice,1,FALSE,1
Zaydou Youssouf,Central Midfield,23,4,France,Ligue 2,AS Saint-Étienne,Portugal,Liga Portugal,FC Famalicão,1,FALSE,0
Dylan Bronn,Centre-Back,27,4,France,Ligue 2,FC Metz,Italy,Serie A,US Salernitana 1919,1,FALSE,1
Braian Romero,Centre-Forward,31,4,Argentina,Liga Profesional,CA River Plate,Brazil,Série A,Sport Club Internacional,0.9,FALSE,0
Tom Krauß,Central Midfield,21,4,Germany,Bundesliga,RB Leipzig,Germany,Bundesliga,FC Schalke 04,0.5,TRUE,0
Johan Vásquez,Centre-Back,23,4,Italy,Serie B,Genoa CFC,Italy,Serie A,US Cremonese,0.5,TRUE,0
Falaye Sacko,Right-Back,27,4,Portugal,Liga Portugal,Vitória Guimarães SC,France,Ligue 1,Montpellier HSC,0.5,TRUE,1
Otabek Shukurov,Central Midfield,26,4,United Arab Emirates,UAE Pro League,Sharjah Cultural Sports Club,Turkey,Süper Lig,Fatih Karagümrük,0.42,FALSE,0
Álvaro Fernández,Goalkeeper,24,4,Spain,LaLiga2,SD Huesca,Spain,LaLiga,RCD Espanyol Barcelona,0.4,TRUE,0
Renato Kayzer,Centre-Forward,26,4,Brazil,Série A,Fortaleza Esporte Clube,"Korea, South",K League 2,Daejeon Hana Citizen,0.2,TRUE,0
Bartosz Bialek,Centre-Forward,20,4,Germany,Bundesliga,VfL Wolfsburg,Netherlands,Eredivisie,Vitesse Arnhem,0.2,TRUE,0
Unai López,Central Midfield,26,4,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga,Rayo Vallecano,0,FALSE,0
Andy Pelmard,Centre-Back,22,4,France,Ligue 1,OGC Nice,Switzerland,Super League,FC Basel 1893,0,FALSE,0
Dan Ndoye,Right Winger,21,4,France,Ligue 1,OGC Nice,Switzerland,Super League,FC Basel 1893,0,FALSE,0
Danilho Doekhi,Centre-Back,24,4,Netherlands,Eredivisie,Vitesse Arnhem,Germany,Bundesliga,1.FC Union Berlin,0,FALSE,0
Arnaud Nordin,Left Winger,24,4,France,Ligue 2,AS Saint-Étienne,France,Ligue 1,Montpellier HSC,0,FALSE,1
Danilo,Centre-Forward,23,4,Netherlands,Eredivisie,Ajax Amsterdam,Netherlands,Eredivisie,Feyenoord Rotterdam,0,FALSE,0
Edinson Cavani,Centre-Forward,35,4,England,Premier League,Manchester United,Spain,LaLiga,Valencia CF,0,FALSE,1
Adama Traoré,Central Midfield,27,4,Turkey,Süper Lig,Hatayspor,England,Championship,Hull City,0,FALSE,1
Stéphane Bahoken,Centre-Forward,30,4,France,Ligue 1,Angers SCO,Turkey,Süper Lig,Kasimpasa,0,FALSE,0
Wahbi Khazri,Centre-Forward,31,4,France,Ligue 2,AS Saint-Étienne,France,Ligue 1,Montpellier HSC,0,FALSE,1
Jonjoe Kenny,Right-Back,25,4,England,Premier League,Everton FC,Germany,Bundesliga,Hertha BSC,0,FALSE,1
José Luis Morales,Centre-Forward,34,4,Spain,LaLiga2,Levante UD,Spain,LaLiga,Villarreal CF,0,FALSE,1
Xavi Simons,Attacking Midfield,19,4,France,Ligue 1,Paris Saint-Germain,Netherlands,Eredivisie,PSV Eindhoven,0,FALSE,0
Akim Zedadka,Right-Back,27,4,France,Ligue 1,Clermont Foot 63,France,Ligue 1,LOSC Lille,0,FALSE,1
Roberto Piccoli,Centre-Forward,21,4,Italy,Serie A,Atalanta BC,Italy,Serie A,Hellas Verona,0,TRUE,1
Jaime Seoane,Central Midfield,25,4,Spain,LaLiga2,SD Huesca,Spain,LaLiga,Getafe CF,0,FALSE,0
Ivan Sunjic,Defensive Midfield,25,4,England,Championship,Birmingham City,Germany,Bundesliga,Hertha BSC,0,TRUE,1
Jens Jönsson,Central Midfield,29,4,Spain,LaLiga,Cádiz CF,Greece,Super League 1,AEK Athens,0,FALSE,0
Axel Witsel,Defensive Midfield,33,4,Germany,Bundesliga,Borussia Dortmund,Spain,LaLiga,Atlético de Madrid,0,FALSE,0
Nemanja Radonjić,Left Winger,26,4,France,Ligue 1,Olympique Marseille,Italy,Serie A,Torino FC,0,TRUE,0
Sergio Asenjo,Goalkeeper,33,4,Spain,LaLiga,Villarreal CF,Spain,LaLiga,Real Valladolid CF,0,FALSE,0
Erik Botheim,Centre-Forward,22,4,Russia,Premier Liga,FK Krasnodar,Italy,Serie A,US Salernitana 1919,0,FALSE,1
Joseba Zaldua,Right-Back,30,4,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Cádiz CF,0,FALSE,0
Samu Castillejo,Right Winger,27,4,Italy,Serie A,AC Milan,Spain,LaLiga,Valencia CF,0,FALSE,1
Brian Lozano,Left Winger,28,4,Mexico,Liga MX Apertura,Santos Laguna,Uruguay,Primera División,CA Peñarol,0,TRUE,0
Orbelín Pineda,Central Midfield,26,4,Spain,LaLiga,Celta de Vigo,Greece,Super League 1,AEK Athens,0,TRUE,0
Rhys Williams,Centre-Back,21,4,England,Premier League,Liverpool FC,England,Championship,Blackpool FC,0,TRUE,0
Mathieu Cafaro,Attacking Midfield,25,4,Belgium,Jupiler Pro League,Standard Liège,France,Ligue 2,AS Saint-Étienne,0,TRUE,0
Alexandru Mitrita,Left Winger,27,4,United States,MLS,New York City FC,Saudi Arabia,Professional League,Al-Raed,0,TRUE,0
Oussama Idrissi,Left Winger,26,4,Spain,LaLiga,Sevilla FC,Netherlands,Eredivisie,Feyenoord Rotterdam,0,TRUE,0
Pizzi,Attacking Midfield,32,4,Portugal,Liga Portugal,SL Benfica,United Arab Emirates,UAE Pro League,Al-Wahda FC Abu Dhabi,0,FALSE,0
Mamadou Loum,Defensive Midfield,25,4,Portugal,Liga Portugal,FC Porto,England,Championship,Reading FC,0,TRUE,1
Krystian Bielik,Defensive Midfield,24,4,England,League One,Derby County,England,Championship,Birmingham City,0,TRUE,0
Filip Djuricic,Attacking Midfield,30,4,Italy,Serie A,US Sassuolo,Italy,Serie A,UC Sampdoria,0,FALSE,1
Chidozie Awaziem,Centre-Back,25,4,Portugal,Liga Portugal,Boavista FC,Croatia,SuperSport HNL,HNK Hajduk Split,0,TRUE,0
Folarin Balogun,Centre-Forward,21,4,England,Premier League 2,Arsenal FC U21,France,Ligue 1,Stade Reims,0,TRUE,1
Eduardo Quaresma,Centre-Back,20,4,Portugal,Liga Portugal,Sporting CP,Germany,Bundesliga,TSG 1899 Hoffenheim,0,TRUE,0
Jean-Paul Boëtius,Attacking Midfield,28,4,Germany,Bundesliga,1.FSV Mainz 05,Germany,Bundesliga,Hertha BSC,0,FALSE,1
Dries Mertens,Centre-Forward,35,4,Italy,Serie A,SSC Napoli,Turkey,Süper Lig,Galatasaray,0,FALSE,1
Jakub Jankto,Left Midfield,26,4,Spain,LaLiga,Getafe CF,Czech Republic,Fortuna Liga,AC Sparta Prague,0,TRUE,0
Hamza Choudhury,Central Midfield,24,4,England,Premier League,Leicester City,England,Championship,Watford FC,0,TRUE,1
Cole Bassett,Attacking Midfield,21,4,United States,MLS,Colorado Rapids,Netherlands,Eredivisie,Fortuna Sittard,0,TRUE,0
Cheikhou Kouyaté,Defensive Midfield,32,4,England,Premier League,Crystal Palace,England,Premier League,Nottingham Forest,0,FALSE,0
Álex Collado,Attacking Midfield,23,4,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Elche CF,0,TRUE,0
M'Baye Niang,Centre-Forward,27,4,France,Ligue 2,FC Girondins Bordeaux,France,Ligue 1,AJ Auxerre,0,FALSE,0
Issa Kaboré,Right-Back,21,4,England,Premier League,Manchester City,France,Ligue 1,Olympique Marseille,0,TRUE,0
Harold Moukoudi,Centre-Back,24,4,France,Ligue 2,AS Saint-Étienne,Greece,Super League 1,AEK Athens,0,FALSE,0
Matías Pellegrini,Left Winger,22,4,United States,MLS,Inter Miami CF,United States,MLS,New York City FC,0,FALSE,0
Kortney Hause,Centre-Back,27,4,England,Premier League,Aston Villa,England,Championship,Watford FC,0,TRUE,1
Hassane Kamara,Left-Back,28,4,Italy,Serie A,Udinese Calcio,England,Championship,Watford FC,0,TRUE,1
Francisco Moura,defence,23,4,Portugal,Liga Portugal,SC Braga,Portugal,Liga Portugal,FC Famalicão,0,TRUE,0
Rony Lopes,Right Winger,26,4,Spain,LaLiga,Sevilla FC,France,Ligue 1,ESTAC Troyes,0,TRUE,0
Adrián Embarba,Right Winger,30,4,Spain,LaLiga,RCD Espanyol Barcelona,Spain,LaLiga,UD Almería,0,FALSE,0
Mattia Aramu,Attacking Midfield,27,4,Italy,Serie B,Venezia FC,Italy,Serie B,Genoa CFC,0,TRUE,1
Erison,Centre-Forward,23,4,Brazil,Série A,Botafogo de Futebol e Regatas,Portugal,Liga Portugal,GD Estoril Praia,0,TRUE,0
Janis Antiste,Centre-Forward,20,4,Italy,Serie A,Spezia Calcio,Italy,Serie A,US Sassuolo,0,TRUE,0
Felix Mambimbi,Left Winger,21,4,Switzerland,Super League,BSC Young Boys,Netherlands,Eredivisie,SC Cambuur-Leeuwarden,0,TRUE,0
Willian,Right Winger,34,4,Brazil,Série A,Sport Club Corinthians Paulista,England,Premier League,Fulham FC,0,FALSE,1
Yann Karamoh,Left Winger,24,4,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,Torino FC,0,FALSE,0
Francesco Acerbi,Centre-Back,34,4,Italy,Serie A,SS Lazio,Italy,Serie A,Inter Milan,0,TRUE,1
Carlos Rotondi,Left Winger,25,3.5,Argentina,Liga Profesional,Defensa y Justicia,Mexico,Liga MX Apertura,CD Cruz Azul,3.9,FALSE,0
Joel Ordóñez,Centre-Back,18,0.6,Ecuador,Serie A Segunda Etapa,Independiente del Valle,Belgium,Jupiler Pro League,Club Brugge KV,3.9,FALSE,0
Charles Pickel,Defensive Midfield,25,2.5,Portugal,Liga Portugal,FC Famalicão,Italy,Serie A,US Cremonese,3.8,FALSE,0
Ozan Tufan,Central Midfield,27,3.8,Turkey,Süper Lig,Fenerbahce,England,Championship,Hull City,3,FALSE,1
Adam Maher,Defensive Midfield,28,3.8,Netherlands,Eredivisie,FC Utrecht,Saudi Arabia,Professional League,Damac FC,1.8,FALSE,0
Eduardo Salvio,Right Winger,31,3.8,Argentina,Liga Profesional,CA Boca Juniors,Mexico,Liga MX Apertura,UNAM Pumas,0,FALSE,0
Josha Vagnoman,Right-Back,21,3,Germany,2. Bundesliga,Hamburger SV,Germany,Bundesliga,VfB Stuttgart,3.7,FALSE,1
Emiliano Rigoni,Right Winger,29,3.5,Brazil,Série A,São Paulo Futebol Clube,United States,MLS,Austin FC,3.64,FALSE,0
Eren Elmali,Left-Back,21,3.2,Turkey,Süper Lig,Kasimpasa,Turkey,Süper Lig,Trabzonspor,3.6,FALSE,1
Josh Doig,Left-Back,20,3,Scotland,Premiership,Hibernian FC,Italy,Serie A,Hellas Verona,3.6,FALSE,1
Lukas Lerager,Central Midfield,28,3,Italy,Serie B,Genoa CFC,Denmark,Superligaen,FC Copenhagen,3.5,FALSE,0
Francesco Caputo,Centre-Forward,34,2.5,Italy,Serie A,US Sassuolo,Italy,Serie A,UC Sampdoria,3.5,FALSE,1
Jackson Porozo,Centre-Back,21,3,Portugal,Liga Portugal,Boavista FC,France,Ligue 1,ESTAC Troyes,3.5,FALSE,0
Robin Olsen,Goalkeeper,32,2,Italy,Serie A,AS Roma,England,Premier League,Aston Villa,3.5,FALSE,0
Karim Konaté,Centre-Forward,18,0.6,Cote d'Ivoire,Without League,ASEC Mimosas,Austria,Bundesliga,Red Bull Salzburg,3.5,FALSE,0
Enrico Del Prato,Right-Back,22,2,Italy,Serie A,Atalanta BC,Italy,Serie B,Parma Calcio 1913,3.5,FALSE,1
Rodrigão,Centre-Back,26,3.5,Russia,Premier Liga,FC Sochi,Russia,Premier Liga,Zenit St. Petersburg,3.5,FALSE,0
Marko Milovanovic,Centre-Forward,18,1.2,Serbia,Super liga Srbije,FK Partizan Belgrade,Spain,LaLiga,UD Almería,3.5,FALSE,0
Lewis Ferguson,Central Midfield,22,2,Scotland,Premiership,Aberdeen FC,Italy,Serie A,Bologna FC 1909,3.5,FALSE,0
Emanuel Aiwu,Centre-Back,21,3,Austria,Bundesliga,Rapid Vienna,Italy,Serie A,US Cremonese,3.5,FALSE,0
Darko Churlinov,Left Winger,22,1.3,Germany,Bundesliga,VfB Stuttgart,England,Championship,Burnley FC,3.5,FALSE,0
Anton Zinkovskiy,Left Winger,26,3.5,Russia,Premier Liga,Krylya Sovetov Samara,Russia,Premier Liga,Spartak Moscow,3.2,FALSE,0
Daniil Utkin,Central Midfield,22,3.5,Russia,Premier Liga,FK Krasnodar,Russia,Premier Liga,FK Rostov,3,FALSE,0
Kevin Agudelo,Right Winger,23,3.5,Italy,Serie B,Genoa CFC,Italy,Serie A,Spezia Calcio,2.7,FALSE,1
Ivan Provedel,Goalkeeper,28,3.5,Italy,Serie A,Spezia Calcio,Italy,Serie A,SS Lazio,2,FALSE,1
Dedryck Boyata,Centre-Back,31,3.5,Germany,Bundesliga,Hertha BSC,Belgium,Jupiler Pro League,Club Brugge KV,2,FALSE,0
Daizen Maeda,Left Winger,24,3.5,Japan,J1 League,Yokohama F. Marinos,Scotland,Premiership,Celtic FC,1.53,FALSE,0
Rodrigo Zalazar,Attacking Midfield,22,3.5,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,FC Schalke 04,1.5,FALSE,0
Adrien Hunou,Centre-Forward,28,3.5,United States,MLS,Minnesota United FC,France,Ligue 1,Angers SCO,1.5,FALSE,1
Sargis Adamyan,Centre-Forward,29,3.5,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,1. FC Köln,1.5,FALSE,1
Halil Akbunar,Right Winger,28,3.5,Turkey,1.Lig,Göztepe,Belgium,Jupiler Pro League,KVC Westerlo,1,FALSE,0
Riccardo Calafiori,Left-Back,20,3.5,Italy,Serie A,AS Roma,Switzerland,Super League,FC Basel 1893,1,FALSE,0
Magnus Kofod Andersen,Central Midfield,23,3.5,Denmark,Superligaen,FC Nordsjaelland,Italy,Serie B,Venezia FC,0.51,FALSE,1
Sasa Zdjelar,Defensive Midfield,27,3.5,Serbia,Super liga Srbije,FK Partizan Belgrade,Russia,Premier Liga,CSKA Moscow,0.5,FALSE,0
Sandro Ramírez,Centre-Forward,27,3.5,Spain,LaLiga2,SD Huesca,Spain,LaLiga2,UD Las Palmas,0.5,TRUE,0
Didier Lamkel Zé,Left Winger,25,3.5,Belgium,Jupiler Pro League,Royal Antwerp FC,Belgium,Jupiler Pro League,KV Kortrijk,0.5,FALSE,0
Olimpiu Morutan,Right Winger,23,3.5,Turkey,Süper Lig,Galatasaray,Italy,Serie B,Pisa Sporting Club,0.15,TRUE,0
Shapi Suleymanov,Right Winger,22,3.5,Russia,Premier Liga,FK Krasnodar,Israel,Ligat ha'Al,Hapoel Beer Sheva,0.15,TRUE,0
Naci Ünüvar,Left Winger,19,3.5,Netherlands,Eredivisie,Ajax Amsterdam,Turkey,Süper Lig,Trabzonspor,0.15,TRUE,1
Roman Evgenjev,Centre-Back,23,3.5,Russia,Premier Liga,Dynamo Moscow,Russia,Premier Liga,Krylya Sovetov Samara,0.025,FALSE,0
Douglas Costa,Right Winger,31,3.5,Italy,Serie A,Juventus FC,United States,MLS,Los Angeles Galaxy,0,FALSE,0
Festy Ebosele,Right-Back,19,3.5,England,League One,Derby County,Italy,Serie A,Udinese Calcio,0,FALSE,1
Jérôme Onguéné,Centre-Back,24,3.5,Austria,Bundesliga,Red Bull Salzburg,Germany,Bundesliga,Eintracht Frankfurt,0,FALSE,1
Janik Haberer,Central Midfield,28,3.5,Germany,Bundesliga,SC Freiburg,Germany,Bundesliga,1.FC Union Berlin,0,FALSE,0
Joe Rothwell,Central Midfield,27,3.5,England,Championship,Blackburn Rovers,England,Premier League,AFC Bournemouth,0,FALSE,0
Óscar Estupiñán,Centre-Forward,25,3.5,Portugal,Liga Portugal,Vitória Guimarães SC,England,Championship,Hull City,0,FALSE,1
Mihailo Ristić,Left-Back,26,3.5,France,Ligue 1,Montpellier HSC,Portugal,Liga Portugal,SL Benfica,0,FALSE,1
Zinedine Ferhat,Right Winger,29,3.5,France,Ligue 2,Nîmes Olympique,Turkey,Süper Lig,Alanyaspor,0,FALSE,0
Maxime Busi,Right-Back,22,3.5,Italy,Serie B,Parma Calcio 1913,France,Ligue 1,Stade Reims,0,FALSE,1
Joakim Nilsson,Centre-Back,28,3.5,Germany,2. Bundesliga,Arminia Bielefeld,United States,Without League,St. Louis CITY SC,0,FALSE,0
Robert Muric,Right Winger,26,3.5,Croatia,SuperSport HNL,HNK Rijeka,Turkey,Süper Lig,Konyaspor,0,FALSE,0
Bryan Reynolds,Right-Back,21,3.5,Italy,Serie A,AS Roma,Belgium,Jupiler Pro League,KVC Westerlo,0,TRUE,0
Alexis Canelo,Centre-Forward,30,3.5,Mexico,Liga MX Apertura,Deportivo Toluca,Mexico,Liga MX Apertura,Club Tijuana,0,FALSE,0
Marcel Ruiz,Central Midfield,21,3.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Deportivo Toluca,0,FALSE,0
Omar Fernández,Left Winger,29,3.5,Mexico,Liga MX Apertura,Club León FC,Mexico,Liga MX Apertura,Puebla FC,0,TRUE,0
Lee Buchanan,Left-Back,21,3.5,England,League One,Derby County,Germany,Bundesliga,SV Werder Bremen,0,FALSE,0
Luca Moro,Centre-Forward,21,3.5,Italy,Serie A,US Sassuolo,Italy,Serie B,Frosinone Calcio,0,TRUE,0
Lorenzo Colombo,Centre-Forward,20,3.5,Italy,Serie A,AC Milan,Italy,Serie A,US Lecce,0,TRUE,0
Ionut Radu,Goalkeeper,25,3.5,Italy,Serie A,Inter Milan,Italy,Serie A,US Cremonese,0,TRUE,0
Juan Otero,Right Winger,27,3.5,Mexico,Liga MX Apertura,CF América,Spain,LaLiga2,Sporting Gijón,0,TRUE,0
Jack Clarke,Left Winger,21,3.5,England,Premier League,Tottenham Hotspur,England,Championship,Sunderland AFC,0,FALSE,0
Radu Dragusin,Centre-Back,20,3.5,Italy,Serie A,Juventus FC,Italy,Serie B,Genoa CFC,0,TRUE,1
Marlon,Left-Back,25,3.5,Brazil,Série A,Fluminense Football Club,Turkey,Süper Lig,MKE Ankaragücü,0,FALSE,0
Ferro,Centre-Back,25,3.5,Portugal,Liga Portugal,SL Benfica,Netherlands,Eredivisie,Vitesse Arnhem,0,TRUE,0
Mattia Caldara,Centre-Back,28,3.5,Italy,Serie A,AC Milan,Italy,Serie A,Spezia Calcio,0,TRUE,1
Lucas Halter,Centre-Back,22,3.5,Brazil,Série A,Club Athletico Paranaense,Brazil,Série A,Goiás Esporte Clube,0,TRUE,0
Cecilio Domínguez,Left Winger,27,3.5,United States,MLS,Austin FC,Mexico,Liga MX Apertura,Santos Laguna,0,FALSE,0
Ismaily,Left-Back,32,3.5,Ukraine,Premier Liga,Shakhtar Donetsk,France,Ligue 1,LOSC Lille,0,FALSE,1
Matías Vecino,Central Midfield,30,3.5,Italy,Serie A,Inter Milan,Italy,Serie A,SS Lazio,0,FALSE,1
Domingo Blanco,Central Midfield,27,3.5,Argentina,Liga Profesional,Club Atlético Independiente,Ukraine,Premier Liga,SK Dnipro-1,0,FALSE,0
Alexis Sánchez,Left Winger,33,3.5,Italy,Serie A,Inter Milan,France,Ligue 1,Olympique Marseille,0,FALSE,0
Danilo Barbosa,Defensive Midfield,26,3.5,France,Ligue 1,OGC Nice,Brazil,Série A,Botafogo de Futebol e Regatas,0,FALSE,0
Pêpê,Central Midfield,25,3.5,Greece,Super League 1,Olympiacos Piraeus,Turkey,Süper Lig,MKE Ankaragücü,0,TRUE,0
Caio Alexandre,Central Midfield,23,3.5,Canada,MLS,Vancouver Whitecaps FC,Brazil,Série A,Fortaleza Esporte Clube,0,TRUE,0
Farid Boulaya,Attacking Midfield,29,3.5,France,Ligue 2,FC Metz,Qatar,Stars League,Al-Gharafa SC,0,FALSE,0
George Puscas,Centre-Forward,26,3.5,England,Championship,Reading FC,Italy,Serie B,Genoa CFC,0,TRUE,1
Patrick Cutrone,Centre-Forward,24,3.5,England,Premier League,Wolverhampton Wanderers,Italy,Serie B,Como 1907,0,FALSE,0
Vitinho,Left Winger,28,3.5,Brazil,Série A,Clube de Regatas do Flamengo,Saudi Arabia,Professional League,Ettifaq FC,0,FALSE,0
Gabriel Charpentier,Centre-Forward,23,3.5,Italy,Serie B,Genoa CFC,Italy,Serie B,Parma Calcio 1913,0,FALSE,1
Marko Pjaca,Left Winger,27,3.5,Italy,Serie A,Juventus FC,Italy,Serie A,FC Empoli,0,TRUE,0
Eddie Salcedo,Centre-Forward,20,3.5,Italy,Serie A,Inter Milan,Italy,Serie B,SSC Bari,0,TRUE,0
Tahith Chong,Right Winger,22,3.5,England,Premier League,Manchester United,England,Championship,Birmingham City,0,FALSE,0
Berke Özer,Goalkeeper,22,3.5,Turkey,Süper Lig,Fenerbahce,Portugal,Liga Portugal,Portimonense SC,0,FALSE,0
Callum Styles,Central Midfield,22,3.5,England,League One,Barnsley FC,England,Championship,Millwall FC,0,TRUE,0
Giacomo Vrioni,Centre-Forward,23,2.5,Italy,Serie A,Juventus FC,United States,MLS,New England Revolution,3.45,FALSE,0
Ahmed Musa,Right Winger,29,3.4,Turkey,Süper Lig,Fatih Karagümrük,Turkey,Süper Lig,Sivasspor,0,FALSE,0
João Klauss,Centre-Forward,25,3,Germany,Bundesliga,TSG 1899 Hoffenheim,United States,Without League,St. Louis CITY SC,3.2,FALSE,0
Manu García,Attacking Midfield,24,3,Spain,LaLiga2,Sporting Gijón,Greece,Super League 1,Aris Thessaloniki,3.2,FALSE,0
Isak Hien,Centre-Back,23,1,Sweden,Allsvenskan,Djurgårdens IF,Italy,Serie A,Hellas Verona,3.2,FALSE,1
Vakoun Issouf Bayo,Centre-Forward,25,3.2,Belgium,Jupiler Pro League,KAA Gent,Belgium,Jupiler Pro League,RSC Charleroi,1.5,FALSE,0
Cédric Brunner,Right-Back,28,3.2,Germany,2. Bundesliga,Arminia Bielefeld,Germany,Bundesliga,FC Schalke 04,0,FALSE,0
Ebrima Colley,Left Winger,22,3.2,Italy,Serie A,Atalanta BC,Turkey,Süper Lig,Fatih Karagümrük,0,TRUE,0
Jean-Eudes Aholou,Defensive Midfield,28,3,Monaco,Ligue 1,AS Monaco,France,Ligue 1,RC Strasbourg Alsace,3,FALSE,0
Emil Konradsen Ceide,Left Winger,20,2,Norway,Eliteserien,Rosenborg BK,Italy,Serie A,US Sassuolo,3,FALSE,0
Abdou Harroui,Central Midfield,24,3,Netherlands,Eredivisie,Sparta Rotterdam,Italy,Serie A,US Sassuolo,3,FALSE,0
Liberato Cacace,Left-Back,21,2.5,Belgium,Jupiler Pro League,Sint-Truidense VV,Italy,Serie A,FC Empoli,3,FALSE,0
Mamadou Coulibaly,Central Midfield,23,2.5,Italy,Serie A,Udinese Calcio,Italy,Serie A,US Salernitana 1919,3,FALSE,1
Leonardo Mancuso,Centre-Forward,30,2.7,Italy,Serie A,FC Empoli,Italy,Serie A,AC Monza,3,FALSE,0
Elias Cobbaut,Centre-Back,24,3,Belgium,Jupiler Pro League,RSC Anderlecht,Italy,Serie B,Parma Calcio 1913,3,FALSE,1
Lucas Fasson,Centre-Back,21,1.5,Brazil,Série A,Club Athletico Paranaense,Russia,Premier Liga,Lokomotiv Moscow,3,FALSE,0
Ishaq Abdulrazak,Right Midfield,20,3,Sweden,Allsvenskan,IFK Norrköping,Belgium,Jupiler Pro League,RSC Anderlecht,3,FALSE,0
Jayden Oosterwolde,Left-Back,21,1,Netherlands,Eredivisie,Twente Enschede FC,Italy,Serie B,Parma Calcio 1913,3,FALSE,1
Osman Bukari,Right Winger,23,3,Belgium,Jupiler Pro League,KAA Gent,Serbia,Super liga Srbije,Red Star Belgrade,3,FALSE,0
Gui Guedes,Central Midfield,20,0.5,Portugal,Liga Portugal,Vitória Guimarães SC,Spain,LaLiga,UD Almería,3,FALSE,0
Matías Palacios,Attacking Midfield,20,2,Switzerland,Super League,FC Basel 1893,United Arab Emirates,UAE Pro League,Al-Ain FC,3,FALSE,0
Arijanet Muric,Goalkeeper,23,2.6,England,Premier League,Manchester City,England,Championship,Burnley FC,3,FALSE,0
Roberto Fernández,Centre-Back,22,1.3,Paraguay,Primera División Clausura,Club Guaraní,Russia,Premier Liga,Dynamo Moscow,3,FALSE,0
Bafodé Diakité,Centre-Back,21,3,France,Ligue 1,FC Toulouse,France,Ligue 1,LOSC Lille,3,FALSE,1
Rasmus Carstensen,Right-Back,21,1.5,Denmark,Superligaen,Silkeborg IF,Belgium,Jupiler Pro League,KRC Genk,3,FALSE,0
Thierno Baldé,Right-Back,20,2,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,ESTAC Troyes,3,FALSE,0
Matthew Hoppe,Centre-Forward,21,1,Spain,LaLiga,RCD Mallorca,England,Championship,Middlesbrough FC,3,FALSE,1
Albert Grönbaek,Central Midfield,21,1.5,Denmark,Superligaen,Aarhus GF,Norway,Eliteserien,FK Bodø/Glimt,3,FALSE,0
Matteo Tramoni,Left Winger,22,2.2,Italy,Serie B,Cagliari Calcio,Italy,Serie B,Pisa Sporting Club,3,FALSE,0
Marcel Tisserand,Centre-Back,29,2.8,Turkey,Süper Lig,Fenerbahce,Saudi Arabia,Professional League,Ettifaq FC,3,FALSE,0
Vivaldo,Centre-Forward,17,0,Portugal,Without League,Sporting CP U17,Italy,Primavera 1,Udinese Primavera,3,FALSE,0
Mario Mitaj,Left-Back,19,0.5,Greece,Super League 1,AEK Athens,Russia,Premier Liga,Lokomotiv Moscow,3,FALSE,0
Nicolai Vallys,Attacking Midfield,25,1.5,Denmark,Superligaen,Silkeborg IF,Denmark,Superligaen,Bröndby IF,3,FALSE,0
Matt Clarke,Centre-Back,25,3,England,Premier League,Brighton & Hove Albion,England,Championship,Middlesbrough FC,2.6,FALSE,1
Hrvoje Smolcic,Centre-Back,21,3,Croatia,SuperSport HNL,HNK Rijeka,Germany,Bundesliga,Eintracht Frankfurt,2.5,FALSE,1
Antonio Colak,Centre-Forward,28,3,Greece,Super League 1,PAOK Thessaloniki,Scotland,Premiership,Rangers FC,2.5,FALSE,0
Arkadiusz Reca,Left-Back,27,3,Italy,Serie A,Atalanta BC,Italy,Serie A,Spezia Calcio,2,FALSE,1
Adama Traoré,Right Winger,27,3,Moldova,Super Liga,FC Sheriff Tiraspol,Hungary,NB I.,Ferencvárosi TC,2,FALSE,0
László Bénes,Central Midfield,24,3,Germany,Bundesliga,Borussia Mönchengladbach,Germany,2. Bundesliga,Hamburger SV,2,FALSE,1
Philip Zinckernagel,Right Winger,27,3,England,Championship,Watford FC,Greece,Super League 1,Olympiacos Piraeus,2,FALSE,0
Rochinha,Left Winger,27,3,Portugal,Liga Portugal,Vitória Guimarães SC,Portugal,Liga Portugal,Sporting CP,2,FALSE,1
Cédric Hountondji,Centre-Back,28,3,France,Ligue 1,Clermont Foot 63,France,Ligue 1,Angers SCO,2,FALSE,1
Nathan,Right-Back,20,3,Portugal,Liga Portugal,Boavista FC,Brazil,Série A,Santos FC,2,FALSE,0
