name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan,successful_transfer
Stefan Bajic,Goalkeeper,20,1.8,France,Ligue 2,Pau FC,England,Championship,Bristol City,0,FALSE,TRUE
Conor Hourihane,Central Midfield,31,1.8,England,Premier League,Aston Villa,England,League One,Derby County,0,FALSE,FALSE
Josh Murphy,Left Winger,27,1.8,Wales,Championship,Cardiff City,England,League One,Oxford United,0,FALSE,FALSE
Marko Jevtovic,Defensive Midfield,28,1.8,Serbia,Super liga Srbije,FK Partizan Belgrade,Turkey,Süper Lig,Gaziantep FK,0,FALSE,FALSE
Przemyslaw Placheta,Left Winger,24,1.8,England,Championship,Norwich City,England,Championship,Birmingham City,0,TRUE,FALSE
Vlad Chiriches,Centre-Back,32,1.8,Italy,Serie A,US Sassuolo,Italy,Serie A,US Cremonese,0,FALSE,FALSE
Jemal Tabidze,Centre-Back,26,1.8,Belgium,Jupiler Pro League,KV Kortrijk,Georgia,Crystalbet Erovnuli Liga,Dinamo Tbilisi,0,FALSE,FALSE
Carlos Eduardo,Attacking Midfield,32,1.8,Saudi Arabia,Without League,Al-Ahli Saudi FC,Brazil,Série A,Botafogo de Futebol e Regatas,0,FALSE,FALSE
Ciaran Clark,Centre-Back,32,1.8,England,Premier League,Newcastle United,England,Championship,Sheffield United,0,TRUE,TRUE
Stefano Gori,Goalkeeper,26,1.8,Italy,Serie A,Juventus FC,Italy,Serie B,AC Perugia Calcio,0,TRUE,FALSE
Mesut Özil,Attacking Midfield,33,1.8,Turkey,Süper Lig,Fenerbahce,Turkey,Süper Lig,Basaksehir FK,0,FALSE,FALSE
Andrés Felipe Román,Right-Back,26,1.8,Colombia,Liga DIMAYOR II,Millonarios FC,Colombia,Liga DIMAYOR II,Atlético Nacional,0,FALSE,FALSE
Simon Gustafson,Central Midfield,27,1.8,Netherlands,Eredivisie,FC Utrecht,Sweden,Allsvenskan,BK Häcken,0,FALSE,FALSE
Kristoffer Askildsen,Central Midfield,21,1.8,Italy,Serie A,UC Sampdoria,Italy,Serie A,US Lecce,0,TRUE,FALSE
Jorge Miramón,Right-Back,33,1.8,Spain,LaLiga2,Levante UD,Spain,LaLiga2,CD Leganés,0,FALSE,FALSE
Filippo Ranocchia,Central Midfield,21,1.8,Italy,Serie A,Juventus FC,Italy,Serie A,AC Monza,0,TRUE,FALSE
Peglow,Left Winger,20,1.8,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Atlético Clube Goianiense,0,TRUE,FALSE
Jannes Horn,Left-Back,25,1.8,Germany,Bundesliga,1. FC Köln,Germany,Bundesliga,VfL Bochum,0,FALSE,TRUE
David López,Centre-Back,32,1.8,Spain,LaLiga,RCD Espanyol Barcelona,Spain,LaLiga,Girona FC,0,FALSE,FALSE
Jonathan Silva,Left-Back,28,1.8,Spain,LaLiga,Getafe CF,Spain,LaLiga2,Granada CF,0,TRUE,FALSE
Erick Cabaco,Centre-Back,27,1.8,Spain,LaLiga,Getafe CF,Spain,LaLiga2,Granada CF,0,TRUE,FALSE
Yoann Barbet,Centre-Back,29,1.8,England,Championship,Queens Park Rangers,France,Ligue 2,FC Girondins Bordeaux,0,FALSE,FALSE
Rodrigo Battaglia,Defensive Midfield,31,1.8,Portugal,Liga Portugal,Sporting CP,Spain,LaLiga,RCD Mallorca,0,FALSE,FALSE
Olivier Thill,Attacking Midfield,25,1.8,Ukraine,Premier Liga,Vorskla Poltava,Turkey,1.Lig,Eyüpspor,0,FALSE,FALSE
Jorrit Hendrix,Defensive Midfield,27,1.8,Russia,Premier Liga,Spartak Moscow,Germany,2. Bundesliga,Fortuna Düsseldorf,0,FALSE,FALSE
Nathan Tella,Right Winger,23,1.8,England,Premier League,Southampton FC,England,Championship,Burnley FC,0,TRUE,FALSE
Caio Vidal,Right Winger,21,1.8,Brazil,Série A,Sport Club Internacional,Brazil,Série B,Esporte Clube Bahia,0,TRUE,FALSE
Clément Michelin,Right-Back,25,1.8,Greece,Super League 1,AEK Athens,France,Ligue 2,FC Girondins Bordeaux,0,TRUE,FALSE
Enzo Crivelli,Centre-Forward,27,1.8,Turkey,Süper Lig,Basaksehir FK,Switzerland,Super League,Servette FC,0,FALSE,FALSE
Bastien Toma,Central Midfield,23,1.8,Belgium,Jupiler Pro League,KRC Genk,Portugal,Liga Portugal,FC Paços de Ferreira,0,TRUE,FALSE
Anderson Lucoqui,Left-Back,25,1.8,Germany,Bundesliga,1.FSV Mainz 05,Germany,2. Bundesliga,FC Hansa Rostock,0,TRUE,FALSE
Filip Benkovic,Centre-Back,25,1.8,Italy,Serie A,Udinese Calcio,Germany,2. Bundesliga,Eintracht Braunschweig,0,TRUE,FALSE
Matty Longstaff,Central Midfield,22,1.8,England,Premier League,Newcastle United,England,League Two,Colchester United,0,TRUE,FALSE
Aliou Badji,Centre-Forward,24,1.8,France,Ligue 2,Amiens SC,France,Ligue 2,FC Girondins Bordeaux,0,TRUE,FALSE
Boubacar Traoré,Central Midfield,21,1.8,France,Ligue 2,FC Metz,England,Premier League,Wolverhampton Wanderers,0,TRUE,FALSE
Alan Rodríguez,Central Midfield,22,0.7,Uruguay,Primera División,CA Boston River,Argentina,Liga Profesional,AA Argentinos Juniors,1.75,FALSE,FALSE
Dominic Hyam,Centre-Back,26,1.2,England,Championship,Coventry City,England,Championship,Blackburn Rovers,1.75,FALSE,TRUE
Juan David Mosquera,Right-Back,19,1,Colombia,Liga DIMAYOR II,Independiente Medellín,United States,MLS,Portland Timbers,1.73,FALSE,FALSE
